startup,label,status
Meitu,2,operating
Meituan.com,2,operating
MelStevia Inc,2,operating
Melinta,2,operating
Melior Discovery,2,operating
Melon #usemelon,2,operating
Melophone,2,operating
Meludia,2,operating
MemBlaze,2,operating
MemSQL,2,operating
Membersuite,2,operating
Memebox Corporation,2,operating
Memento,1,acquired
Memeo,2,operating
Memeoirs,2,operating
Memoir,2,operating
Memolane,2,operating
Memonic,2,operating
Memory Pharmaceuticals,1,acquired
Memrise,2,operating
Memvu,2,operating
Men's Market,2,operating
Men's Style Lab,2,operating
MenInvest,2,operating
Menara Networks,2,operating
Mendel Biotechnology,2,operating
Mendeley,1,acquired
Mendix,2,operating
Mendocino Software,0,closed
Mendor,2,operating
MenoGeniX,2,operating
Mention Mobile,2,operating
Mentor Me,2,operating
MentorWave Technologies,1,acquired
Meograph,2,operating
Meraki,1,acquired
Mercantila,1,acquired
Mercari,2,operating
Mercatus,2,operating
Mercent Corporation,2,operating
Merchant Atlas,2,operating
MerchantCircle,1,acquired
Merchantry,2,operating
Mercury Continuity,2,operating
"Mercury Touch, Ltd.",2,operating
Meridian,1,acquired
Meridian-IQ,2,operating
Meritage Pharma,2,operating
Merrimack Pharmaceuticals,2,operating
Mersana Therapeutics,2,operating
Mersive,2,operating
Meru Networks,2,operating
Merus,2,operating
MesMateriaux,2,operating
Mesh Systems,2,operating
MeshApp,2,operating
Meshify,2,operating
MesoCoat,2,operating
Mesosphere,2,operating
Message Bus,2,operating
Message Missile,2,operating
Message Systems,2,operating
MessageGate,0,closed
MessageMe,1,acquired
Mesuro,2,operating
Meta Pharmaceutical Services,2,operating
MetaCarta,1,acquired
MetaIntelli,2,operating
MetaJure,2,operating
MetaModix,2,operating
MetaPack,2,operating
MetaStat,2,operating
Metabolic Solutions Development,2,operating
Metabolix,2,operating
Metabolon,2,operating
Metacafe,1,acquired
Metacloud,1,acquired
Metaforic,1,acquired
Metail,2,operating
Metamark Genetics,2,operating
Metamarkets,2,operating
Metaplace,1,acquired
Metaps,2,operating
Metatomix,1,acquired
Metavana,2,operating
Metaversum,2,operating
Metaweb Technologies,1,acquired
Meteor,2,operating
Meteor Entertainment,2,operating
Method CRM,2,operating
MethylGene,1,acquired
Metis Secure Solutions,2,operating
Metooo,2,operating
Metrasens,2,operating
Metreos Corporation,1,acquired
Metric Insights,2,operating
MetricStream,2,operating
MetroMile,2,operating
MetroTech Net,2,operating
Metrolight,2,operating
Metropia Inc.,2,operating
Metropolist,2,operating
Mettl,2,operating
Mevio,2,operating
Mevion Medical Systems,2,operating
"Mevion Medical Systems, Inc.",2,operating
Mevvy,2,operating
Mezmeriz,2,operating
Mformation Technologies,2,operating
Mi-Pay,2,operating
MiCardia Corporation,2,operating
MiMedia,2,operating
MiNOWireless,2,operating
MiNeeds,2,operating
MiRTLE Medical,2,operating
MiSiedo,2,operating
MiTu Network,2,operating
MiaSolé,1,acquired
Miappi,2,operating
Miartech (Shanghai),2,operating
Mic Network,2,operating
Micell Technologies,2,operating
Michelson Diagnostics,2,operating
Micrima,2,operating
Micro Interventional Devices,2,operating
MicroCHIPS,2,operating
MicroEmissive Displays Group,0,closed
MicroGREEN Polymers,2,operating
MicroMed Cardiovascular,2,operating
MicroPhage,0,closed
MicroPort (Shanghai),2,operating
MicroPower Global,2,operating
MicroPower Technologies,2,operating
MicroTransponder,2,operating
MicroVision,2,operating
Microbiome Therapeutics,2,operating
Microbion,2,operating
Microbix Biosystems,2,operating
Microco.sm,2,operating
Microcosm Communications,2,operating
Microdermis,2,operating
Microfabrica,2,operating
Microland,2,operating
Micromax Informatics,2,operating
Micromem Technologies,2,operating
Micron Technology,2,operating
Micropelt,2,operating
Microsonic Systems,2,operating
Microstaq,2,operating
Microstim,2,operating
Microtest Diagnostics,2,operating
Microventures,2,operating
Microvi Biotechnologies,2,operating
Microvisk Technologies,2,operating
Midatech,2,operating
Middle Peak Medical,2,operating
MiddleGate,2,operating
Midokura,2,operating
MightyHive,2,operating
MightyMeeting,2,operating
MightyNest,2,operating
MightyText,2,operating
Migo Software,2,operating
Miiix,2,operating
Milaap Social Ventures,2,operating
Mile High Organics,2,operating
MileWise,1,acquired
Miles Electric Vehicles,2,operating
Milestone Scientific,2,operating
Milestone Software,2,operating
Milk,1,acquired
Milk Mantra,2,operating
Mill33,2,operating
Millenium Biologix,2,operating
Millennial Media,2,operating
Milo,1,acquired
Milyoni,2,operating
Mimecast,2,operating
Mimeo,2,operating
Mimetas,2,operating
Mimetogen Pharmaceuticals,2,operating
Mimix Broadband,1,acquired
Mimoco,2,operating
Mimosa Systems,1,acquired
Minbox,2,operating
Mind Candy,2,operating
Mind-NRG,2,operating
MindBites,2,operating
MindChild Medical,2,operating
MindMixer,2,operating
MindOps,2,operating
MindQuilt,2,operating
MindShare Networks,2,operating
MindSnacks,2,operating
Mindbloom,1,acquired
Mindflash,2,operating
Mindframe,2,operating
Mindjet,2,operating
Mindlikes,0,closed
Mindmancer,2,operating
Minds + Machines Group Limited,2,operating
Mindshapes,2,operating
Mindwork Labs,1,acquired
Minekey,0,closed
Mineloader Software Co. Ltd,2,operating
Miner,2,operating
MineralTree,2,operating
Minerva Biotechnologies,2,operating
Minerva Surgical,2,operating
Minetta Brook,2,operating
Mingle360,2,operating
Mingleverse,0,closed
Minimally invasive devices,2,operating
Minimus Spine,2,operating
Ministry of Supply,2,operating
MinoMonsters,2,operating
Mint,1,acquired
Mint Solutions,2,operating
Minted,2,operating
Mintera,2,operating
Mintigo,2,operating
Minus,2,operating
MinuteKey,2,operating
Minutizer,2,operating
Minutta,2,operating
Miproto,2,operating
Mirabilis Medica,2,operating
Miracor Medical Systems,2,operating
Miradia,2,operating
Mirador Financial,2,operating
Miragen Therapeutics,2,operating
Miramar Labs,2,operating
Mirametrix,2,operating
Mirantis,2,operating
Mirics Semiconductor,2,operating
Mirna Therapeutics,2,operating
Miromatrix Medical,2,operating
Mirriad,2,operating
Miscota,2,operating
Miselu Inc.,2,operating
Misfit Wearables,2,operating
Mismi,2,operating
Miso,1,acquired
Miso Media,2,operating
Misoca,2,operating
Mission Markets,2,operating
Mission Motors,2,operating
MistLayer,2,operating
Mister Bell,2,operating
Mister Spex,2,operating
Mitek Systems,2,operating
Mithridion,2,operating
MitoProd,2,operating
Mitomics,2,operating
Mitoo Sports,2,operating
Mitra Biotech,2,operating
MitraSpan,2,operating
Mitralign,2,operating
Mitrionics,2,operating
Mitro,1,acquired
MixCommerce,2,operating
MixGenius,2,operating
MixVille,2,operating
Mixamo,2,operating
Mixbook,2,operating
Mixed Dimensions Inc. (MXD3D),2,operating
Mixed Media Labs,2,operating
Mixercast,2,operating
Mixpanel,2,operating
Mixpo,2,operating
Mixx,1,acquired
Miyowa,1,acquired
Mizzen+Main,2,operating
Mnemosyne Pharmaceuticals,2,operating
Mo-DV,2,operating
MoBeam,2,operating
MoFuse,2,operating
MoPix,2,operating
MoPowered,2,operating
MoPub,1,acquired
MoSo,2,operating
Moasis,2,operating
Moasis Global,2,operating
Moat,2,operating
Mob Science,1,acquired
MobGold,2,operating
MobSmith,1,acquired
Mobango,2,operating
Mobbr Crowd Payments,2,operating
Mobee Communications Ltd,2,operating
Mobi,2,operating
MobiCart,2,operating
MobiKwik,2,operating
MobiMagic,2,operating
MobiTV,2,operating
Mobidia Technology,2,operating
Mobile Armor,1,acquired
Mobile Automation,1,acquired
Mobile Broadcast Network,2,operating
Mobile Complete,2,operating
Mobile Content Networks,2,operating
Mobile Experience,2,operating
Mobile Fuel,2,operating
Mobile Iron,2,operating
Mobile Media Content,2,operating
Mobile Media Partners,2,operating
Mobile Posse,2,operating
Mobile Pulse,2,operating
Mobile System 7,2,operating
MobileAccess Networks,1,acquired
MobileAware,2,operating
MobileDay,2,operating
MobileDevHQ,1,acquired
MobileGlobe,2,operating
MobileIgniter,2,operating
MobileIron,2,operating
MobilePaks,2,operating
MobileROI,2,operating
MobileRQ,2,operating
MobileReactor,2,operating
MobileSpaces,1,acquired
MobileSpan,1,acquired
MobileTag,2,operating
Mobileum,2,operating
Mobilewalla,2,operating
Mobileye,2,operating
Mobilitrix,2,operating
MobilityBee.com,2,operating
Mobilization Labs,2,operating
"Mobilizer, Inc.",2,operating
Mobio,2,operating
Mobiplex,2,operating
Mobiquity,2,operating
Mobiquity Technologies,2,operating
Mobiscope,2,operating
Mobius Microsystems,1,acquired
Mobius Therapeutics,2,operating
Mobiusbobs Inc.,2,operating
Mobiveil,2,operating
Mobivery,2,operating
Mobixell Networks,1,acquired
Moblyng,0,closed
MoboTap,1,acquired
Mobvoi,2,operating
Mobypark,2,operating
Mocana,2,operating
Mocapay,2,operating
Mocavo,2,operating
Mochi Media,1,acquired
Mochila,2,operating
MocoSpace,2,operating
Mocoplex,2,operating
ModCloth,2,operating
Moda Operandi,2,operating
Modanisa,2,operating
Mode Analytics,2,operating
Mode Media,2,operating
Model Metrics,1,acquired
Modern Guild,2,operating
Modern Message,2,operating
"Modernizing Medicine, Inc.",2,operating
ModiFace,2,operating
Modiv Media,1,acquired
Modo Labs,2,operating
Modria,2,operating
Modular Robotics,2,operating
Modulus,1,acquired
Modulus Video,1,acquired
Modumetal,2,operating
Moe Delo,2,operating
Moglue,2,operating
Mogreet,1,acquired
Mogujie,1,acquired
Moi Corporation,2,operating
Mojeek,2,operating
Mojiva,2,operating
Mojo Labs Co.,0,closed
Mojo Mobility,2,operating
Mojo Motors,2,operating
Moki,2,operating
Molcure,2,operating
Molecular Detection,2,operating
Molecular Imaging,2,operating
Molecular Imprints,1,acquired
Molecular Partners,2,operating
Molecular Sensing,2,operating
Molecular Templates,2,operating
MolecularMD,2,operating
Molecule Software,2,operating
Moleculera Labs,2,operating
Moleculin,2,operating
Molplex,2,operating
Moment.me,2,operating
MomentFeed,2,operating
Momentum Dynamics Corp,2,operating
Momo,2,operating
Momondo Group Limited,2,operating
Monaeo,2,operating
MondeCafes,2,operating
Moneero,2,operating
Monetate,2,operating
Monexa Services Inc.,2,operating
Money Mover,2,operating
Money Toolkit,2,operating
MoneyFarm,2,operating
MongoDB,2,operating
Monitise,2,operating
Monitor110,2,operating
MonoSphere,1,acquired
"Monoco, Inc.",2,operating
Monohm Inc.,2,operating
Monstrous,2,operating
MontaVista Software,1,acquired
Montage,2,operating
Montage Technology,2,operating
Monteris Medical,2,operating
Montnets,2,operating
MooBella,0,closed
MoodMe,2,operating
Moodlerooms,1,acquired
Moogsoft,2,operating
"Moon Express, Inc.",2,operating
Moonfruit,1,acquired
Moonfrye,2,operating
Moonit Labs,2,operating
Moonshado,2,operating
Moonshoot,0,closed
Moontoast,2,operating
Moov cc.,2,operating
Moovit,2,operating
Moovweb,2,operating
Moprise,0,closed
Moqizone Holding,2,operating
Morega Systems,2,operating
"Morf Media, Inc.",2,operating
Morgan Solar,2,operating
Morning Tec,2,operating
Morphlabs,2,operating
Morpho Technologies,0,closed
Morria Biopharmaceuticals,2,operating
Mortar Data,2,operating
Mortgage Harmony Corp.,2,operating
Mosaic,2,operating
Mosaic Biosciences,0,closed
Moseo (SeniorHomes.com),2,operating
MostLikely,2,operating
Motally,1,acquired
MotherKnows,2,operating
Motif BioSciences,2,operating
Motif Investing,2,operating
Motiga,2,operating
Motilo,2,operating
Motion Computing,2,operating
Motion Displays,2,operating
Motion Math,2,operating
MotionDSP,2,operating
Motionbox,1,acquired
Motionsoft,2,operating
Motiv Power Systems,2,operating
Motivano,2,operating
Motor2,2,operating
MotorwayBuddy,2,operating
Motus Corporation,2,operating
Motwin,2,operating
Mount Wachusett Community College,2,operating
Mouth Foods,2,operating
Movable,2,operating
MovableInk,2,operating
Movaris,2,operating
Move Networks,1,acquired
Movea,1,acquired
"MoveableCode, Inc.",0,closed
Moveline,2,operating
Moven,2,operating
Mover,2,operating
Movero Technology,0,closed
Movetis,1,acquired
Movidius,2,operating
MovieLaLa,2,operating
MoviePass,2,operating
MovieSet,0,closed
Moviestorm,2,operating
Movik Networks,2,operating
Movile,2,operating
Movimento Group,2,operating
Moving Off Campus,2,operating
Movista,2,operating
Movius Interactive,2,operating
Mowdo,2,operating
Moxie,2,operating
Moxie Jean,2,operating
Moximed,2,operating
Moxsie,0,closed
Moz,2,operating
Mozenda,2,operating
Mozes,2,operating
Mozido,2,operating
Mozilla,2,operating
Mozio,2,operating
Mr. Youth,1,acquired
Mtime,2,operating
Mtivity,2,operating
Mtone Wireless,2,operating
Mu Dynamics,1,acquired
Much Better Adventures,2,operating
Muecs,0,closed
MugenUp,2,operating
MuleSoft,2,operating
Multichannel,2,operating
Multigig,1,acquired
Multiplicom,2,operating
Multiply,0,closed
Munchery,2,operating
Mundi,2,operating
Mural.ly,2,operating
Murfie,2,operating
MuseAmi,2,operating
MuseStorm,0,closed
Music Dealers,2,operating
Music Kickup,2,operating
Music Mastermind,2,operating
Music Nation,0,closed
MusicGremlin,1,acquired
MusicNow,1,acquired
MusicSiren,2,operating
Musicmetric,2,operating
Musicshake,2,operating
Musistic,2,operating
MustHaveMenus,2,operating
Mustard Tree Instruments,2,operating
Mustbin,2,operating
MuteButton,2,operating
MutualMind,2,operating
Mutualink,2,operating
Muzicall,2,operating
Muziwave.com,0,closed
Muzooka,2,operating
Muzzley,2,operating
Mx Orthopedics,2,operating
My Damn Channel,2,operating
My Health Direct,2,operating
My Team Zone,2,operating
My1login,2,operating
MyBaze,2,operating
MyBuilder,2,operating
MyBuys,2,operating
MyCabbage,0,closed
MyCare,2,operating
MyCityWay,2,operating
MyCosmik,2,operating
MyCube,0,closed
MyEdu,1,acquired
MyEnergy,1,acquired
MyFab,2,operating
MyFitnessWallet,2,operating
MyForce,2,operating
MyGardenSchool,2,operating
MyHealthTeams,2,operating
MyHeritage,2,operating
MyKontiki (Elämysluotain Ltd),2,operating
MyLife,2,operating
MyLikes,2,operating
MyLorry,2,operating
MyMiniLife,1,acquired
MyNewPlace,1,acquired
MyNextRun,2,operating
MyOptique Group,2,operating
MyPermissions,2,operating
MyRealTrip,2,operating
MyRefers,2,operating
MyRegistry.com,2,operating
MyRepublic,2,operating
MyRoll,2,operating
MyRooms Inc.,2,operating
MySQL,1,acquired
MyScienceWork,2,operating
MyShape,0,closed
MySiteApp,2,operating
MyStargo Enterprises,2,operating
MyStore.com,2,operating
MyStream,2,operating
MyTwinPlace,2,operating
MyWebGrocer,2,operating
MyWebzz,2,operating
MyWerx,2,operating
Myagi,2,operating
Mycell Technologies,2,operating
MycoTechnology,2,operating
MycooN,2,operating
Myhomepage Ltd.,0,closed
Myngle,2,operating
MyoKardia,2,operating
MyoScience,2,operating
Myriant Technologies,2,operating
Myrio Solution,2,operating
Mythos,2,operating
Mytonomy,2,operating
Mytopia,1,acquired
Mytrus,2,operating
Myze,2,operating
Mzinga,2,operating
Méliuz,2,operating
N-Trig,2,operating
N-of-One,2,operating
N30 Pharmaceuticals,2,operating
NAME'S Online Department Store,2,operating
NATION Technologies,2,operating
NBD Nanotechnologies Inc,2,operating
NBO TV,0,closed
NComputing,2,operating
ND Acquisitions,2,operating
NDI Medical,2,operating
NDSSI Holdings,2,operating
NEAH Power Systems,2,operating
NEMO Equipment,2,operating
NERITES,0,closed
NEXAGE,1,acquired
NEXGRID,2,operating
NGDATA,2,operating
NGM Biopharmaceuticals,2,operating
NGN Holdings,2,operating
NGRAIN,2,operating
NICE,2,operating
NICO,2,operating
NJOY,2,operating
NKT Therapeutics,2,operating
NOBOT,1,acquired
NOMAD GOODS,2,operating
NOVASYS MEDICAL,0,closed
NOZA,1,acquired
NP Photonics,2,operating
NPC III,2,operating
NQ Mobile Inc.,2,operating
NSC,2,operating
NSFW Corporation,1,acquired
NUMBER26,2,operating
NVC Lighting,2,operating
NVELO,1,acquired
NVISION MEDICAL,2,operating
NVMdurance,2,operating
NX Pharmagen,2,operating
NXT-ID,2,operating
NXVISION,0,closed
Naartjie,2,operating
Nabsys,2,operating
"Nagisa,inc.",2,operating
Naiku,2,operating
Naiscorp Information Technology Services,2,operating
Naked,2,operating
Nallatech,2,operating
Namely,2,operating
Namshi,2,operating
Nanali,2,operating
Nanda Technologies,1,acquired
Nandi Proteins,2,operating
Nangate,2,operating
Nanigans,2,operating
Nanjing Guanya Power Equipment,2,operating
Nanjing Zhangmen,2,operating
Nano Magnetics,2,operating
Nano Terra,2,operating
NanoBio,2,operating
NanoDetection Technology,2,operating
NanoGram,2,operating
NanoH2O,1,acquired
NanoInk,0,closed
NanoLumens,2,operating
NanoOpto,2,operating
NanoRacks,2,operating
NanoStatics Corporation,2,operating
NanoSteel,2,operating
NanoString Technologies,2,operating
NanoViricides,2,operating
Nanobiotix,2,operating
Nanochip,2,operating
Nanocomp Technologies,2,operating
Nanofiber Solutions,2,operating
Nanoleaf,2,operating
Nanoledge,2,operating
Nanomech,2,operating
Nanoogo,2,operating
Nanoradio,0,closed
Nanoscale Components,2,operating
Nanosolar,2,operating
Nanospectra Biosciences,2,operating
Nanostellar,2,operating
Nanosys,2,operating
Nanotech Security,2,operating
Nanotech Semiconductor,2,operating
Nanotherapeutics,2,operating
Nanovi,2,operating
"Nanovis, Inc.",2,operating
NantHealth,2,operating
NantMobile,2,operating
NantWorks,2,operating
Nantero,2,operating
Napera Networks,1,acquired
Napkin Labs,1,acquired
Napo Pharmaceuticals,2,operating
Naritiv,2,operating
Narrative,2,operating
Narrative Science,2,operating
Narrato,2,operating
Narus,1,acquired
Nascentric,0,closed
Naseeb Networks,2,operating
Nasseo,2,operating
Nasty Gal,2,operating
Nasuni,2,operating
Nasza-klasa.pl,2,operating
Natera,2,operating
"Natera, Inc.",2,operating
NationBuilder,2,operating
National Institutes of Health,2,operating
Nationwide Specialty Finance,2,operating
Nativeflow,2,operating
Nativo,2,operating
Natrix Separations,2,operating
NaturalMotion,1,acquired
NatureBox,2,operating
Naurex,2,operating
Nautilus Biotech,2,operating
Nautilus Neurosciences,2,operating
Navent,2,operating
Navera,2,operating
Naverus,1,acquired
NaviHealth,2,operating
Navic Networks,1,acquired
Navidog,2,operating
Navigat Group,2,operating
Navigating Cancer,2,operating
Navigenics,1,acquired
Navini Networks,1,acquired
Navio Health,2,operating
Naviscan,2,operating
Navitas Solutions,2,operating
Navmii,2,operating
Nazara Technologies,2,operating
NearDesk,2,operating
NearVerse,2,operating
NearWoo,2,operating
Nearbuy Systems,1,acquired
Nearbuyme Technologies,2,operating
NearbyNow,1,acquired
Nearway,2,operating
Neater Pet Brands,2,operating
"Neato Robotics, Inc.",2,operating
Nebo.ru,2,operating
NebuAd,2,operating
Nebula,2,operating
"Nectar Online Media, Inc. (nectarOM)",2,operating
Need,2,operating
Need Fixed,2,operating
Needle,2,operating
Nefsis,2,operating
Neighbor.ly,2,operating
NeighborMD,2,operating
Nektria,2,operating
Neli Technologies,2,operating
Nema Labs,2,operating
NemeriX,2,operating
Neo Technology,2,operating
NeoChord,2,operating
NeoEdge Networks,1,acquired
NeoGuide Systems,1,acquired
NeoMedia Technologies,2,operating
NeoPhotonics,2,operating
NeoReach,2,operating
NeoStem,2,operating
NeoSystems,2,operating
NeoVista,0,closed
Neocase Software,2,operating
Neocis,2,operating
Neocleus,2,operating
Neoconix,2,operating
Neodyne Biosciences,2,operating
Neogenix Oncology,2,operating
Neograft Technologies,2,operating
Neohapsis,2,operating
Neolane,1,acquired
Neomend,1,acquired
Neomobile,2,operating
Neon Labs,2,operating
Neon Mobile,2,operating
Neonga,2,operating
Neonode,2,operating
Neoprospecta,2,operating
Neos Therapeutics,2,operating
NephroGenex,2,operating
NephroPlus,2,operating
Nepris,2,operating
NerVve Technologies,2,operating
Nerd Kingdom,2,operating
Nervana Systems,2,operating
Ness Computing,1,acquired
Nest Labs,1,acquired
Nestio,2,operating
Net Element,2,operating
Net Orange,2,operating
Net Transmit & Receive,2,operating
NetBase Solutions,2,operating
NetBeez,2,operating
NetClarity,2,operating
NetLex,2,operating
NetPosa Technologies,2,operating
NetProspex,2,operating
NetRetail Holding,1,acquired
NetSpark,2,operating
NetSpend,2,operating
NetStreams,1,acquired
NetVision,1,acquired
Netac,2,operating
Netadmin,2,operating
Netbiscuits,2,operating
Netbooks,2,operating
Netcordia,1,acquired
Neteven,2,operating
Netflix,2,operating
Netgamix Inc,0,closed
Nethub,2,operating
Netlift,2,operating
Netlist,2,operating
Netmagic Solutions,1,acquired
Netops Technology,2,operating
Netotiate,2,operating
Netpulse,2,operating
Netrepid,2,operating
Netronome Systems,2,operating
Netseer,2,operating
"Netsertive, Inc",2,operating
Netsket,2,operating
Netskope,2,operating
Netsocket,2,operating
Netuitive,2,operating
Netvibes,1,acquired
Netviewer,1,acquired
Network,2,operating
Network Contract Solutions,2,operating
Network Foundation Technologies,2,operating
Networked Insights,2,operating
Networks in Motion,1,acquired
NeuWave Medical,2,operating
Neul,1,acquired
Neumitra,2,operating
NeurAxon,0,closed
Neura,2,operating
NeuralStem,2,operating
Neuralieve,2,operating
Neuralitic Systems,1,acquired
Neuraltus Pharmaceuticals,2,operating
Neurelis,1,acquired
NeuroChaos Solutions,2,operating
NeuroGenetic Pharmaceuticals,2,operating
NeuroLogica,1,acquired
NeuroNation.de,1,acquired
NeuroPace,2,operating
NeuroPhage Pharmaceuticals,2,operating
NeuroSave,2,operating
NeuroSigma,2,operating
NeuroTherapeutics Pharma,0,closed
NeuroVigil,2,operating
NeuroVista,0,closed
Neurodyn,2,operating
NeurogesX,2,operating
Neurolink,2,operating
Neuronetics,2,operating
Neuronex,1,acquired
Neuros Medical,2,operating
Neurotrack,2,operating
Neurovance,2,operating
Neven Vision,1,acquired
Neventum,2,operating
Neverware,2,operating
Nevolution,2,operating
Nevro,2,operating
New Avenue Inc,2,operating
New Century Hospice,2,operating
New Dynamic Education Group,2,operating
New Earth Solutions,2,operating
New Futuro,2,operating
New Haven Pharmaceuticals,2,operating
New Net Technologies,2,operating
New Planet Technologies,2,operating
New Relic,2,operating
New WORC (III) Development & Management,2,operating
New.net,1,acquired
NewACT,2,operating
NewAuto Video Technology,2,operating
NewCare Solutions,1,acquired
NewComLink,2,operating
NewHound,2,operating
NewLeaf Symbiotics,2,operating
NewLink Genetics,2,operating
NewPace Technology Development,2,operating
NewStep Networks,2,operating
NewVisions Communications,2,operating
NewVoiceMedia,2,operating
Newdea,2,operating
Newforma,2,operating
Newgen Software Technologies,2,operating
Newlans,2,operating
Newport Media,1,acquired
News Republic,2,operating
News360,2,operating
NewsCastic,2,operating
NewsCrafted,2,operating
NewsCred,2,operating
NewsWhip,2,operating
Newscron,2,operating
Newsela,2,operating
Newsgrape,2,operating
Newsle,1,acquired
Newsreps,2,operating
Newstag,2,operating
Newsy,1,acquired
Newtopia,2,operating
NexBio,2,operating
NexDefense,2,operating
NexGen Medical Systems,2,operating
NexGen Storage,1,acquired
NexImmune,2,operating
NexPlanar,2,operating
NexSteppe,2,operating
NexWave Solutions,2,operating
Nexant,2,operating
Nexaweb Technologies,2,operating
Nexenta Systems,2,operating
Nexeon,2,operating
Nexercise,2,operating
Nexgate,1,acquired
Nexi,2,operating
Nexidia,2,operating
Nexis Vision,2,operating
Nexmo,2,operating
Nexsan,1,acquired
Nexstim,2,operating
Next Big Sound,2,operating
Next Heathcare,2,operating
Next Jump,2,operating
Next New Networks,1,acquired
Next Step Living,2,operating
Next Thing Co,2,operating
NextBio,2,operating
NextCare,2,operating
NextDocs,2,operating
NextGxDX,2,operating
NextIO,0,closed
NextImage Medical,2,operating
NextInput,2,operating
NextMedium,0,closed
NextNine,2,operating
NextPage,2,operating
NextPoint Networks,2,operating
NextPrinciples,2,operating
NextSpace,2,operating
NextUser,2,operating
NextWave Pharmaceuticals,1,acquired
Nextdoor,2,operating
Nexterra,2,operating
Nexthink,2,operating
Nextivity,2,operating
Nextnav,2,operating
Nextreme Thermal Solutions,2,operating
Nexvet,2,operating
Nexx Studio,2,operating
Nexx Systems,1,acquired
Nezasa,2,operating
Nfocus Neuromedical,1,acquired
Nginx,2,operating
Nibu,2,operating
Niche,2,operating
Nicira Networks,1,acquired
Night Out,2,operating
Night Zookeeper,2,operating
Nightpro,2,operating
Niiki Pharma,2,operating
Niko Niko,2,operating
NileGuide,1,acquired
Nimbic (formerly Physware),1,acquired
Nimbit,2,operating
Nimble,2,operating
Nimble CRM,2,operating
Nimble Storage,2,operating
Nimble TV,2,operating
Nimble VR,2,operating
Nimblefish Technologies,1,acquired
Nimbula,1,acquired
Nimbus Discovery,2,operating
Nimbuzz,1,acquired
Nimsoft,1,acquired
NinePoint Medical,2,operating
NineSigma,2,operating
Ning by Glam Media,1,acquired
Ninja Blocks,2,operating
NinthDecimal,2,operating
Ninua,2,operating
Nipendo,2,operating
Nirvaha,2,operating
Nirvanix,0,closed
Nistica,2,operating
Nitero,2,operating
Nitric Bio,2,operating
Nitro,2,operating
NitroSecurity,1,acquired
Nitronex,1,acquired
Nitrous,2,operating
Nival,2,operating
Niveus Medical,2,operating
Niwa,2,operating
Nix Hydra,2,operating
Njini,2,operating
Njuice,2,operating
NoRedInk,2,operating
NoWait,2,operating
Noah Private Wealth Management,2,operating
Nobl,2,operating
Noble Biomaterials,2,operating
Noble Environmental Technologies,2,operating
Noble Life Sciences,2,operating
Nodality,2,operating
NodePrime,2,operating
Nodejitsu,2,operating
Noesis Energy,2,operating
NoiseToys,2,operating
Nok Nok Labs,2,operating
Nokter,2,operating
Nomadesk,2,operating
Nomanini,2,operating
Nomi,1,acquired
Nomiku,2,operating
Nominum,2,operating
Nomis Solutions,2,operating
Nomorerack.com,2,operating
Nonabox,2,operating
Nook Media,2,operating
Noom,2,operating
Noomeo,2,operating
Nor1,2,operating
NorSun,2,operating
Nora Therapeutics,2,operating
Nordic River,2,operating
Nordic Windpower,0,closed
Noribachi,2,operating
NormOxys,2,operating
Norse,2,operating
Norstel,2,operating
Nortal AS,2,operating
North End Technologies,2,operating
North Shore InnoVentures,2,operating
NorthStar Systems International,1,acquired
Northwest Biotherapeutics,2,operating
Nortis,2,operating
Noster Mobile,2,operating
Nosto,2,operating
Notable PDF,2,operating
NoteWagon,1,acquired
NotesFirst,2,operating
Notifixious,2,operating
Notonthehighstreet,2,operating
Nous Global Markets,2,operating
NovImmune,2,operating
Nova Southeastern University,2,operating
NovaDigm Therapeutics,2,operating
NovaMed Pharmaceuticals,1,acquired
NovaRay Medical,2,operating
NovaSom,2,operating
NovaTract Surgical,2,operating
Novacta Biosystems,2,operating
Novaled,1,acquired
Novan,2,operating
Novapost,2,operating
Novariant,2,operating
Novasentis,2,operating
Novast,2,operating
Novatek,2,operating
Noveko International,2,operating
Novel,2,operating
Novel SuperTV,2,operating
Novelo,0,closed
Novelos Therapeutics,2,operating
Noveporter,2,operating
Novia CareClinics,2,operating
Novian Health,2,operating
Novica United,2,operating
Novint Technologies,2,operating
Novira Therapeutics,2,operating
Novita Therapeutics,2,operating
NovoEd,2,operating
NovoPolymers,2,operating
Novogy,2,operating
Novomer,2,operating
NowPublic,1,acquired
NowSecure,2,operating
NowSpots,2,operating
NowThis News,2,operating
Noxilizer,2,operating
Noxxon Pharma,2,operating
NsGene,2,operating
NthDegree Technologies Worldwide,2,operating
Nu-Pulse,2,operating
Nu-Tech Foods,2,operating
NuCana BioMed,2,operating
NuConomy,1,acquired
NuFlick,2,operating
NuGEN Technologies,2,operating
NuHabitat,2,operating
NuLabel,2,operating
NuMat Technologies,2,operating
NuMe Health,2,operating
NuPathe,1,acquired
NuPotential,2,operating
NuScriptRx,2,operating
NuView Systems,2,operating
Nualight,2,operating
Nubleer Media,2,operating
Nuclea Biotechnologies,2,operating
NudgeRx,2,operating
Nuforce,2,operating
Nujira,2,operating
Nukona,1,acquired
Nukotoys,2,operating
Nulogy,2,operating
Numascale,2,operating
NumberPicture,2,operating
Numbrs AG,2,operating
Numecent,2,operating
Numerate,2,operating
